,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,params,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,split5_test_neg_mean_absolute_error,split6_test_neg_mean_absolute_error,split7_test_neg_mean_absolute_error,split8_test_neg_mean_absolute_error,split9_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,split5_test_neg_mean_squared_error,split6_test_neg_mean_squared_error,split7_test_neg_mean_squared_error,split8_test_neg_mean_squared_error,split9_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_max_error,split1_test_max_error,split2_test_max_error,split3_test_max_error,split4_test_max_error,split5_test_max_error,split6_test_max_error,split7_test_max_error,split8_test_max_error,split9_test_max_error,mean_test_max_error,std_test_max_error,rank_test_max_error
0,0.14969818592071532,0.008672702436370168,0.003501582145690918,0.0005002744044560925,4,sqrt,1,2,10,0,"{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10, 'random_state': 0}",-0.8301213101863679,-0.8127339666257202,-1.1561802951422657,-0.9326982770881582,-0.8613094316547973,-0.8366721925766718,-1.0045166148718718,-0.8637172761560657,-1.0424564728683476,-0.8886380970918744,-0.922904393426214,0.10588685944816305,127,-1.022206897854883,-0.9667582914385048,-2.184573812031515,-1.7157132333655722,-1.6307862389264192,-2.086682587709478,-1.9863307087953304,-1.449876268348555,-2.008702575098597,-2.231269763073529,-1.7282900376642385,0.4359481942285842,127,-9.49010888218464,-4.7158710102899395,-7.223961348169821,-9.117710266504446,-13.080271308517158,-16.89235595766294,-7.109706237655445,-9.515314151875671,-10.55030448110238,-23.056893562890927,-11.075249720685338,5.113432107730371,127
1,0.2700435876846313,0.009561209456375067,0.0039007902145385743,0.000537416858912007,4,sqrt,1,2,20,0,"{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 20, 'random_state': 0}",-0.7988863062993917,-0.8295997707932455,-1.1496003771464238,-0.9092859644988083,-0.8450265300173795,-0.8241925298657397,-0.971928582807783,-0.837661367855574,-0.9952537113592872,-0.8440659040533469,-0.900550104469698,0.10372767047163796,118,-0.9543426564938629,-0.9662405888999058,-2.243538168818732,-1.6222659870541714,-1.6174667695155147,-1.9916449419707825,-1.8635506381283855,-1.3057363239795488,-1.8524465621100765,-2.031818753059751,-1.6449051390030731,0.42106227934895557,118,-9.58931020102808,-4.689499025233326,-6.517651017954732,-9.32355689030182,-13.216670566963149,-16.3748894256411,-6.711055140980626,-8.79212252261367,-10.310986109414273,-22.39567998367169,-10.792142088380249,5.016885798729782,118
2,0.4045684337615967,0.008532735413296647,0.00420076847076416,0.00040032927513241955,4,sqrt,1,2,30,0,"{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 30, 'random_state': 0}",-0.8029131562190058,-0.8416316576455857,-1.1461537886264452,-0.8886417795922781,-0.8392629325125395,-0.8137161897255127,-0.9543594883808623,-0.8287138331349517,-0.9606255995222259,-0.8208886694543442,-0.8896907094813752,0.10079445695299928,109,-0.956037712772928,-0.9887463989418724,-2.213341675420879,-1.5118267032969208,-1.5695578034497015,-1.896989698328346,-1.7662594131752019,-1.2564355638722111,-1.734168837898591,-1.9323476150693122,-1.5825711422225965,0.391472581312285,109,-9.536760324594649,-4.753708618705922,-6.319923449834112,-9.196777232286804,-13.031580265795533,-15.766961364803002,-6.468792460374818,-8.667534158008419,-10.024521602381913,-21.318723070628636,-10.50852825474138,4.73442279568372,109
3,0.14207196235656738,0.003796883592944845,0.0032850980758666994,0.0004698053080223459,4,sqrt,1,4,10,0,"{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 10, 'random_state': 0}",-0.8301213101863679,-0.8127339666257202,-1.1561802951422657,-0.9326982770881582,-0.8613094316547973,-0.8366721925766718,-1.0045166148718718,-0.8637172761560657,-1.0424564728683476,-0.8886380970918744,-0.922904393426214,0.10588685944816305,127,-1.022206897854883,-0.9667582914385048,-2.184573812031515,-1.7157132333655722,-1.6307862389264192,-2.086682587709478,-1.9863307087953304,-1.449876268348555,-2.008702575098597,-2.231269763073529,-1.7282900376642385,0.4359481942285842,127,-9.49010888218464,-4.7158710102899395,-7.223961348169821,-9.117710266504446,-13.080271308517158,-16.89235595766294,-7.109706237655445,-9.515314151875671,-10.55030448110238,-23.056893562890927,-11.075249720685338,5.113432107730371,127
4,0.26890761852264405,0.004011395200824882,0.0037009000778198244,0.0004585218118150227,4,sqrt,1,4,20,0,"{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 20, 'random_state': 0}",-0.7988863062993917,-0.8295997707932455,-1.1496003771464238,-0.9092859644988083,-0.8450265300173795,-0.8241925298657397,-0.971928582807783,-0.837661367855574,-0.9952537113592872,-0.8440659040533469,-0.900550104469698,0.10372767047163796,118,-0.9543426564938629,-0.9662405888999058,-2.243538168818732,-1.6222659870541714,-1.6174667695155147,-1.9916449419707825,-1.8635506381283855,-1.3057363239795488,-1.8524465621100765,-2.031818753059751,-1.6449051390030731,0.42106227934895557,118,-9.58931020102808,-4.689499025233326,-6.517651017954732,-9.32355689030182,-13.216670566963149,-16.3748894256411,-6.711055140980626,-8.79212252261367,-10.310986109414273,-22.39567998367169,-10.792142088380249,5.016885798729782,118
5,0.39913923740386964,0.006267687477293106,0.004051041603088379,0.000347952799714654,4,sqrt,1,4,30,0,"{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 30, 'random_state': 0}",-0.8029131562190058,-0.8416316576455857,-1.1461537886264452,-0.8886417795922781,-0.8392629325125395,-0.8137161897255127,-0.9543594883808623,-0.8287138331349517,-0.9606255995222259,-0.8208886694543442,-0.8896907094813752,0.10079445695299928,109,-0.956037712772928,-0.9887463989418724,-2.213341675420879,-1.5118267032969208,-1.5695578034497015,-1.896989698328346,-1.7662594131752019,-1.2564355638722111,-1.734168837898591,-1.9323476150693122,-1.5825711422225965,0.391472581312285,109,-9.536760324594649,-4.753708618705922,-6.319923449834112,-9.196777232286804,-13.031580265795533,-15.766961364803002,-6.468792460374818,-8.667534158008419,-10.024521602381913,-21.318723070628636,-10.50852825474138,4.73442279568372,109
6,0.13981828689575196,0.0034573712598618047,0.0031004428863525392,0.00030039222996824797,4,sqrt,1,6,10,0,"{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 10, 'random_state': 0}",-0.8301213101863679,-0.8127339666257202,-1.1561802951422657,-0.9326982770881582,-0.8613094316547973,-0.8366721925766718,-1.0045166148718718,-0.8637172761560657,-1.0424564728683476,-0.8886380970918744,-0.922904393426214,0.10588685944816305,127,-1.022206897854883,-0.9667582914385048,-2.184573812031515,-1.7157132333655722,-1.6307862389264192,-2.086682587709478,-1.9863307087953304,-1.449876268348555,-2.008702575098597,-2.231269763073529,-1.7282900376642385,0.4359481942285842,127,-9.49010888218464,-4.7158710102899395,-7.223961348169821,-9.117710266504446,-13.080271308517158,-16.89235595766294,-7.109706237655445,-9.515314151875671,-10.55030448110238,-23.056893562890927,-11.075249720685338,5.113432107730371,127
7,0.2704120397567749,0.006351621809707439,0.003600406646728516,0.0004899700281434173,4,sqrt,1,6,20,0,"{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 20, 'random_state': 0}",-0.7988863062993917,-0.8295997707932455,-1.1496003771464238,-0.9092859644988083,-0.8450265300173795,-0.8241925298657397,-0.971928582807783,-0.837661367855574,-0.9952537113592872,-0.8440659040533469,-0.900550104469698,0.10372767047163796,118,-0.9543426564938629,-0.9662405888999058,-2.243538168818732,-1.6222659870541714,-1.6174667695155147,-1.9916449419707825,-1.8635506381283855,-1.3057363239795488,-1.8524465621100765,-2.031818753059751,-1.6449051390030731,0.42106227934895557,118,-9.58931020102808,-4.689499025233326,-6.517651017954732,-9.32355689030182,-13.216670566963149,-16.3748894256411,-6.711055140980626,-8.79212252261367,-10.310986109414273,-22.39567998367169,-10.792142088380249,5.016885798729782,118
8,0.40295772552490233,0.004482979608873987,0.003900003433227539,0.0003000740593495306,4,sqrt,1,6,30,0,"{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 30, 'random_state': 0}",-0.8029131562190058,-0.8416316576455857,-1.1461537886264452,-0.8886417795922781,-0.8392629325125395,-0.8137161897255127,-0.9543594883808623,-0.8287138331349517,-0.9606255995222259,-0.8208886694543442,-0.8896907094813752,0.10079445695299928,109,-0.956037712772928,-0.9887463989418724,-2.213341675420879,-1.5118267032969208,-1.5695578034497015,-1.896989698328346,-1.7662594131752019,-1.2564355638722111,-1.734168837898591,-1.9323476150693122,-1.5825711422225965,0.391472581312285,109,-9.536760324594649,-4.753708618705922,-6.319923449834112,-9.196777232286804,-13.031580265795533,-15.766961364803002,-6.468792460374818,-8.667534158008419,-10.024521602381913,-21.318723070628636,-10.50852825474138,4.73442279568372,109
9,0.13910527229309083,0.002440985346252203,0.0028997421264648437,0.00029996370290254497,4,sqrt,2,2,10,0,"{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10, 'random_state': 0}",-0.8301213101863679,-0.8127339666257202,-1.1561802951422657,-0.934698600141063,-0.8613094316547973,-0.8366721925766718,-1.0045166148718718,-0.8637172761560657,-1.0424564728683476,-0.8886380970918744,-0.9231044257315044,0.10590705975692444,130,-1.022206897854883,-0.9667582914385048,-2.1846009298638576,-1.7331612738931712,-1.6307862389264192,-2.086682587709478,-1.9863307087953304,-1.449876268348555,-2.008702575098597,-2.231269763073529,-1.7300375535002324,0.4359321097282075,133,-9.49010888218464,-4.7158710102899395,-7.223961348169821,-9.297880877401525,-13.080271308517158,-16.89235595766294,-7.109706237655445,-9.515314151875671,-10.55030448110238,-23.056893562890927,-11.093266781775046,5.106816154407526,130
